Pressure,Difference,MicroCAT,minus,CTD,from,Calibration dips,,,from,Calibration dips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruise ID,,1,,,,2,,,,2,,,,3,,,,4,,,,4,,,,5,,,,5,,,,6,,,,6,,,,7,,,,7,,,,8,,,,9,,,,8,,,,10,,
Sensor ID,Mooring,delta P ,Date,Comment,Mooring,delta P,Date ,Comment,Mooring,delta P,Date ,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P,Date ,Comment,Mooring,delta P,Date ,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P,Date,Comment,Mooring,delta P,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment
,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,
,,KN221-02,,,,PE399,,,,PE399,,,,KN221-03,,,,PE400,,,,PE400,,,,DY053,,,,DY053,,,,DY054,,,,DY054,,,,DY078,,,,DY078,,,,AR304,,,,MSM74,,,,AR304,,,,DY120,,
11340,,,,,,,,,,,,,nocm1_01_2014,-2.3,23/08/2016,CRG,nocm1_01_2014,-0.8,26/08/2016,CRG,nocm1_02_2015,1,05/10/2016,CRG,,,,,,,,,nocm1_02_2015,0.6,05/10/2016,CRG,nocm5_03_2016,-1.6,04/02/2019,LH,,,,,,,,,,,,,,,,,ib3_01_2018,-1.3,01/02/2021,LH,ib3_01_2018,-1.9,01/02/2021,LH
11341,,,,,,,,,,,,,nocm2_01_2014,-2.4,21/09/2016,CRG,nocm2_01_2014,1.7,26/08/2016,CRG,nocm2_02_2015,1.6,05/10/2016,CRG,,,,,,,,,nocm2_02_2015,0.2,05/10/2016,CRG,,,,,,,,,rteb1_04_2017,0.3,08/02/2019,SJ,rteb1_04_2017,0.1,08/02/2019,SJ,,,,,,,,,,,,
11342,,,,,,,,,,,,,nocm5_01_2014,-3,24/08/2016,CRG,nocm5_01_2014,-1.4,26/08/2016,CRG,nocm4_02_2015,-0.3,05/10/2016,CRG,,,,,,,,,nocm4_02_2015,-0.9,05/10/2016,CRG,,,,,,,,,rteb1_04_2017,0.5,08/02/2019,SJ,rteb1_04_2017,-0.2,08/02/2019,SJ,,,,,,,,,,,,
11343,,,,,,,,,,,,,nocm4_01_2014,-3.5,21/09/2016,CRG,nocm4_01_2014,0.1,26/08/2016,CRG,nocm4_02_2015,0.6,05/10/2016,CRG,,,,,,,,,nocm4_02_2015,-0.3,05/10/2016,CRG,,,,,,,,,rteb1_04_2017,0.8,08/02/2019,SJ,rteb1_04_2017,0.2,08/02/2019,SJ,,,,,,,,,,,,
13019,,,,,,,,,rteb1_02_2015,-1,31/08/2016,LH,,,,,,,,,,,,,rteb1_02_2015,0,31/08/2016,LH,nocm2_03_2016,1.4,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm2_03_2016,1.5,04/02/2019,LH,ib3_01_2018,-1.1,01/02/2021,LH,ib3_01_2018,-3.1,01/02/2021,LH
13020,,,,,,,,,rteb1_02_2015,-0.3,31/08/2016,LH,,,,,,,,,,,,,rteb1_02_2015,0.6,31/08/2016,LH,nocm2_03_2016,1.4,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm2_03_2016,1.6,04/02/2019,LH,,,,,,,,
13021,,,,,,,,,rteb1_02_2015,0.8,31/08/2016,LH,,,,,,,,,,,,,rteb1_02_2015,1.3,31/08/2016,LH,nocm3_03_2016,1.3,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm3_03_2016,0.4,04/02/2019,LH,ib3_01_2018,-0.8,01/02/2021,LH,ib3_01_2018,,01/02/2021,LH
13022,,,,,,,,,rteb1_02_2015,1.6,31/08/2016,LH,,,,,,,,,,,,,rteb1_02_2015,1.8,31/08/2016,LH,nocm3_03_2016,1.8,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm3_03_2016,1.3,04/02/2019,LH,,,,,,,,
14353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb2_03_2016,1.3,27/07/2017,COD,,,,,,,,,rtwb2_03_2016,1.6,26/07/2017,COD,,,,,rtwb1_05_2018,0.2,03/12/2020,SJ/LD,,,,,,,,,rtwb1_05_2018,-1.8,02/12/2020,SJ/LD
14354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb2_03_2016,2.1,27/07/2017,COD,,,,,,,,,rtwb2_03_2016,2.7,26/07/2017,COD,,,,,rtwb1_05_2018,1.5,03/12/2020,SJ/LD,,,,,,,,,rtwb1_05_2018,0,02/12/2020,SJ/LD
14355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb1_03_2016,0.5,27/07/2017,COD,,,,,,,,,rtwb1_03_2016,0.7,26/07/2017,COD,,,,,rtwb1_05_2018,-0.3,03/12/2020,SJ/LD,,,,,,,,,rtwb1_05_2018,-2,02/12/2020,SJ/LD
14356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb1_03_2016,0.1,27/07/2017,COD,,,,,,,,,rtwb1_03_2016,-0.1,26/07/2017,COD,,,,,,,,,,,,,ib5_01_2018,-0.2,02/02/2020,LH,ib5_01_2018,-2.4,02/02/2020,LH
14364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb1_03_2016,0.3,27/07/2017,COD,,,,,,,,,rtwb1_03_2016,0.2,26/07/2017,COD,,,,,,,,,,,,,,,,,,,,
14365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb1_03_2016,-0.2,27/07/2017,COD,,,,,,,,,rtwb1_03_2016,0,26/07/2017,COD,,,,,,,,,,,,,,,,,,,,
14366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb1_03_2016,0.1,27/07/2017,COD,,,,,,,,,rtwb1_03_2016,1,26/07/2017,COD,,,,,,,,,,,,,ib4_01_2018,0,02/02/2020,LH,ib4_01_2018,-1.7,02/02/2020,LH
14367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb1_03_2016,0.6,27/07/2017,COD,,,,,,,,,rtwb1_03_2016,1.1,26/07/2017,COD,,,,,,,,,,,,,ib5_01_2018,1.2,02/02/2020,LH,ib5_01_2018,-0.2,02/02/2020,LH
14368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb1_03_2016,1.6,27/07/2017,COD,,,,,,,,,rtwb1_03_2016,1.7,26/07/2017,COD,,,,,rtwb1_05_2018,0.8,03/12/2020,SJ/LD,,,,,,,,,rtwb1_05_2018,-1.1,02/12/2020,SJ/LD
14987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rteb2_04_2017,-0.5,08/02/2019,SJ,rteb2_04_2017,-0.5,08/02/2019,SJ,rteb2_04_2017,-0.6,08/02/2019,SJ,,,,,,,,,,,,
15254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rteb2_04_2017,-0.2,08/02/2019,SJ,rteb2_04_2017,-0.2,08/02/2019,SJ,rteb2_04_2017,-0.5,08/02/2019,Manually entered - problem with caldip_coeff_calc - SJ,,,,,,,,,rteb1_05_2018,,02/12/2020,SJ/LD
15298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rteb2_04_2017,3.1,08/02/2019,SJ,rteb2_04_2017,3.1,08/02/2019,SJ,rteb2_04_2017,2.6,08/02/2019,SJ,,,,,,,,,rteb1_05_2018,-0.8,02/12/2020,SJ/LD
